dfOuTx66bJU_34_39.avi,a man is walking
04Gt01vatkk_248_265.avi,a woman is cutting a paper
rl1rVk_xIOs_1_16.avi,a little boys are dancing
v7iIZXtpIb8_5_15.avi,a man is opening a box
DhwrBs96Kgk_120_124.avi,a man is running
qLwgb3F0aPU_298_305.avi,a man is kicking a soccer
qeKX-N1nKiM_0_5.avi,a man is stirring some vegetables
1Sp2__RCT0c_11_15.avi,a woman is bathing a girl
Fe4tO5vW9_E_64_70.avi,a woman is adding water into a bowl
mmSQTI6gMNQ_120_128.avi,two men are dancing
HV12kTtdTT4_5_14.avi,a man is holding a toddler
0lh_UWF9ZP4_27_31.avi,a person cuts up a piece of raw vegetables
Je3V7U5Ctj4_569_576.avi,a man is stirring a tortilla
30GeJHYoerk_121_126.avi,a man is walking down a street
04Gt01vatkk_308_321.avi,a man is slicing a plate of paper
zulPFoY64wE_26_33.avi,a man is riding a <unk>
MrQd1zUVRUM_103_110.avi,a man is holding a monkey
xxHx6s_DbUo_216_222.avi,a man is kicking a man
71soiLO6I9U_15_24.avi,a person is petting a <unk>
UXs3eq68ZjE_250_255.avi,a man is pouring milk into a pan
jbzaMtPYtl8_48_58.avi,a girl is walking
8HB7ywgJuTg_131_142.avi,a person is frying a pan of meat
Cjf21Y19aUQ_82_86.avi,a man is playing a flute
qvg9eM4Hmzk_4_10.avi,a man lifts a truck
5HAf_INrFy0_3_25.avi,a cat is holding a cat
YmXCfQm0_CA_277_284.avi,a man is cutting a piece of meat
88DOMJ11q2M_84_87.avi,a woman is doing a <unk>
NUYu9c9XsgY_7_21.avi,a man is playing a flute
N3A7944_UJw_63_70.avi,a man is <unk> a slice of a
uJPupV4oLZ0_4_12.avi,a baby is playing with a <unk>
cnsjm3fNEec_4_10.avi,a man is <unk> a man
J_evFB7RIKA_104_120.avi,a man is slicing a tomato
g1Gldu1KS44_8_14.avi,a man is cutting a monkey
s1ZABV7AQdA_38_48.avi,a group of people are dancing
tcxhOGyrCtI_15_21.avi,a baby is looking at a camera
inzk2fTUe1w_1_15.avi,a man is doing a picture of a <unk>
j2Dhf-xFUxU_13_20.avi,a person is slicing a potato
MTjrZthHwJQ_2_11.avi,a cat is swimming in water water
J---aiyznGQ_0_6.avi,a man is playing a keyboard
ZbtpcGi2DWY_161_170.avi,a baby is fighting
RSx5G0_xH48_12_17.avi,a kitten is playing with a ball
ecm9gf2Pgkc_1_24.avi,a baby is staring
pW9DFPqoIsI_26_50.avi,a man is cutting a piece of garlic
N2Cm0SLr0ZE_18_29.avi,a boy is playing a piano
sJSmRik2c-c_1_7.avi,a train is running
zv2RIbUsnSw_335_341.avi,a woman is <unk> a <unk>
aM-RcQj0a7I_37_55.avi,a man is cooking noodles in a pan
TZ860P4iTaM_15_28.avi,a cat is playing with a piano
lo4KcsBN--A_0_10.avi,a person is cutting a toad
u4T76jsPin0_0_11.avi,a soccer player is riding a soccer
7HcYJKMxpcg_20_28.avi,a monkey is running
CGllPWAwmUo_1_15.avi,a man is playing a guitar
WTf5EgVY5uU_124_128.avi,a man is adding onions into a pan
