04Gt01vatkk_308_321.avi,a woman is placing a paper in a pitcher
zulPFoY64wE_26_33.avi,a girl is running boarding
MrQd1zUVRUM_103_110.avi,a man is playing with a lemur
xxHx6s_DbUo_216_222.avi,a woman is walking in a lake
71soiLO6I9U_15_24.avi,a person is holding a small prickly in a chair
UXs3eq68ZjE_250_255.avi,a man is putting rice into a pan
jbzaMtPYtl8_48_58.avi,a man is doing bicycle tricks
8HB7ywgJuTg_131_142.avi,a woman is putting an egg into a bowl
Cjf21Y19aUQ_82_86.avi,a man is talking on a stage
qvg9eM4Hmzk_4_10.avi,a man is lifting a truck
5HAf_INrFy0_3_25.avi,a woman is walking on a treadmill
YmXCfQm0_CA_277_284.avi,a man is moving a fallen branch out of a pathway in a wooded area
88DOMJ11q2M_84_87.avi,a woman is doing a dance
NUYu9c9XsgY_7_21.avi,a person is cutting a potato
N3A7944_UJw_63_70.avi,a woman is putting a liquid into a bowl of liquid
uJPupV4oLZ0_4_12.avi,a man is holding a baby monkey
cnsjm3fNEec_4_10.avi,a man is speaking on a telephone
J_evFB7RIKA_104_120.avi,a person is cutting a pepper
g1Gldu1KS44_8_14.avi,a group of cows are walking through the grass
s1ZABV7AQdA_38_48.avi,the cartoon of people are dancing
tcxhOGyrCtI_15_21.avi,a dog is playing with a turtle
inzk2fTUe1w_1_15.avi,a man is doing a weight on a board
j2Dhf-xFUxU_13_20.avi,a person is preparing some food
MTjrZthHwJQ_2_11.avi,a large dog is jumping into water
J---aiyznGQ_0_6.avi,a person is playing a keyboard
ZbtpcGi2DWY_161_170.avi,a small animal is lying on the ground
RSx5G0_xH48_12_17.avi,a kitten is playing with a toy
ecm9gf2Pgkc_1_24.avi,a cat is jumping on a rope
pW9DFPqoIsI_26_50.avi,a man is cutting a sock with a pair of scissors
N2Cm0SLr0ZE_18_29.avi,a young boy is playing a piano
sJSmRik2c-c_1_7.avi,a man is riding a bi-cycle on the ground
zv2RIbUsnSw_335_341.avi,a man is being treated for a man
aM-RcQj0a7I_37_55.avi,a person is frying food
TZ860P4iTaM_15_28.avi,a cat is playing a piano with a piano
lo4KcsBN--A_0_10.avi,a deer is jumping over a large tree
u4T76jsPin0_0_11.avi,a soccer player is making a goal
7HcYJKMxpcg_20_28.avi,a boar is running through the woods
CGllPWAwmUo_1_15.avi,a man is crying
WTf5EgVY5uU_124_128.avi,a woman is cooking eggs
