v7iIZXtpIb8_5_15.avi,a man is taking a <unk>
DhwrBs96Kgk_120_124.avi,a monkey is running
qLwgb3F0aPU_298_305.avi,a man is kicking a soccer
qeKX-N1nKiM_0_5.avi,a woman is mixing a mixture
1Sp2__RCT0c_11_15.avi,a woman is spinning in a <unk>
Fe4tO5vW9_E_64_70.avi,a woman is pouring water into a bowl
mmSQTI6gMNQ_120_128.avi,a man is kicking a dummy
HV12kTtdTT4_5_14.avi,a man is taking a a
0lh_UWF9ZP4_27_31.avi,a woman is slicing a fish
Je3V7U5Ctj4_569_576.avi,a man is stirring a a tortilla
30GeJHYoerk_121_126.avi,two men are walking
04Gt01vatkk_308_321.avi,a man is kneading dough
zulPFoY64wE_26_33.avi,a man is walking down a road
MrQd1zUVRUM_103_110.avi,a boy is holding a baby
xxHx6s_DbUo_216_222.avi,a man is walking
71soiLO6I9U_15_24.avi,a baby is <unk> a <unk>
UXs3eq68ZjE_250_255.avi,a man is pouring sugar into a pot
jbzaMtPYtl8_48_58.avi,a man is <unk>
8HB7ywgJuTg_131_142.avi,a woman is frying a mixture of a mixture
Cjf21Y19aUQ_82_86.avi,a man is playing a flute
qvg9eM4Hmzk_4_10.avi,a man is lifting a truck
5HAf_INrFy0_3_25.avi,a cat is on a bed
YmXCfQm0_CA_277_284.avi,a person is cutting a piece of fish
88DOMJ11q2M_84_87.avi,a woman is doing a <unk>
NUYu9c9XsgY_7_21.avi,a man is playing with a
N3A7944_UJw_63_70.avi,a man is <unk> a <unk>
uJPupV4oLZ0_4_12.avi,a baby is playing with a large
cnsjm3fNEec_4_10.avi,a man is <unk>
J_evFB7RIKA_104_120.avi,a person is slicing a carrot
g1Gldu1KS44_8_14.avi,a monkey is licking a monkey
s1ZABV7AQdA_38_48.avi,a group of people are dancing
tcxhOGyrCtI_15_21.avi,a cat is meowing
inzk2fTUe1w_1_15.avi,a girl is a <unk>
j2Dhf-xFUxU_13_20.avi,a person is slicing a potato
MTjrZthHwJQ_2_11.avi,a dog is running in the water
J---aiyznGQ_0_6.avi,a man is playing a piano
ZbtpcGi2DWY_161_170.avi,a polar bear is playing with a <unk>
RSx5G0_xH48_12_17.avi,a kitten is playing with a ball
ecm9gf2Pgkc_1_24.avi,a cat is <unk>
pW9DFPqoIsI_26_50.avi,a woman is peeling a piece of food
N2Cm0SLr0ZE_18_29.avi,a boy is playing a piano
sJSmRik2c-c_1_7.avi,a train is running down a track
zv2RIbUsnSw_335_341.avi,a man is <unk> a <unk>
aM-RcQj0a7I_37_55.avi,a woman is cooking a pot of water
TZ860P4iTaM_15_28.avi,a cat is playing with a piano
lo4KcsBN--A_0_10.avi,a person is a a piece of a
u4T76jsPin0_0_11.avi,a compete is racing a race
7HcYJKMxpcg_20_28.avi,a dog is running
CGllPWAwmUo_1_15.avi,a kid is playing a guitar
WTf5EgVY5uU_124_128.avi,a woman is cooking
